CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP,Scaffold,Pred_123,True_123,Pred_369,True_369,Pred_1107,True_1107,Pred_3321,True_3321,Pred_9963,True_9963,Pred_29889,True_29889,Pred_89667,True_89667,Pred_269001,True_269001,Pred_807003,True_807003,Pred_2421009,True_2421009
1490,2016_Furukawa,2016,1.9-37,1490,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2ccccc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-10.0,,,,6.0965,O=C1CNC(=O)CN(CCCc2ccccc2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CN1,-7.177151526905571,-10.0,-7.0136232697918635,-10.0,-7.918748257532812,-10.0,-6.806924291845483,-10.0,-7.198835501708672,-10.0,-7.429261472092794,-10.0,-6.26303757781939,-10.0,-6.871923123217693,-10.0,-7.23366270953822,-10.0,-7.094367257908642,-10.0
1489,2016_Furukawa,2016,1.9-36,1489,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-6.93,,,,5.1014,O=C1CNC(=O)CN(CCc2cccnc2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CN1,-6.544105426341656,-6.93,-7.031695458470295,-6.93,-6.342685222087757,-6.93,-6.504101221678245,-6.93,-6.902593809145669,-6.93,-7.394935759319217,-6.93,-6.094574405010589,-6.93,-6.573571271309913,-6.93,-6.893423735470011,-6.93,-6.602442024218663,-6.93
1488,2016_Furukawa,2016,1.9-35,1488,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-6.64,,,,4.8903,O=C1CNC(=O)CN(CC2CCOCC2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CN1,-6.9731028828233885,-6.64,-6.660427466086311,-6.64,-6.742473115454964,-6.64,-6.196760043524632,-6.64,-6.936071736195229,-6.64,-7.056692365807835,-6.64,-5.830534049957232,-6.64,-6.333279209766739,-6.64,-6.643746278489639,-6.64,-8.103477604324176,-6.64
1487,2016_Furukawa,2016,1.9-34,1487,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-10.0,,,,6.044,O=C1CNC(=O)CN(CC2CCCCC2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CN1,-6.478053035716218,-10.0,-6.497549948373392,-10.0,-7.510611438470268,-10.0,-6.180526406512109,-10.0,-6.663924612606263,-10.0,-6.964616450419156,-10.0,-5.827779035233819,-10.0,-6.326429751856086,-10.0,-6.415567335583143,-10.0,-8.17924751074828,-10.0
1486,2016_Furukawa,2016,1.9-33,1486,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.88,,,,5.6639,O=C1CNC(=O)CN(Cc2ccccc2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CN1,-6.978581317960056,-7.88,-6.944545579528811,-7.88,-7.356823351400721,-7.88,-6.679034051691351,-7.88,-7.15328641959127,-7.88,-7.400677835138353,-7.88,-6.254072061337615,-7.88,-6.823479527918882,-7.88,-7.067560443602183,-7.88,-6.7174873375856805,-7.88
1485,2016_Furukawa,2016,1.9-32,1485,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCN2CCCC2=O)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-5.71,,,,3.323,O=C1CNC(=O)CN(CCCN2CCCC2=O)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CN1,-6.700943839148202,-5.71,-6.4035479659919154,-5.71,-7.4122315611574185,-5.71,-5.7169311126354145,-5.71,-6.491534714047841,-5.71,-6.671579983897247,-5.71,-5.96731612708061,-5.71,-6.148957593781705,-5.71,-6.453423309605991,-5.71,-7.768435848664668,-5.71
1484,2016_Furukawa,2016,1.9-31,1484,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-5.64,,,,3.6768,O=C1CNC(=O)CN(CCCc2cn[nH]c2)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CN1,-5.661499670873941,-5.64,-5.9935332240092976,-5.64,-6.438081732923445,-5.64,-5.799696498026368,-5.64,-6.134056543346785,-5.64,-6.490439525717992,-5.64,-5.548928505198778,-5.64,-5.949011857820439,-5.64,-5.8924360915828915,-5.64,-6.789175283463854,-5.64
1482,2016_Furukawa,2016,1.9-29,1482,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.14,,,,4.3895,O=C1CNC(=O)CN(CCOc2ccccc2)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CN1,-6.328403316743464,-7.14,-6.350953748017876,-7.14,-6.612635339989485,-7.14,-5.787169065168395,-7.14,-6.3784596206460495,-7.14,-6.471234411906144,-7.14,-5.649875214955519,-7.14,-6.1628956411286095,-7.14,-6.173428968236342,-7.14,-6.327127776292771,-7.14
1481,2016_Furukawa,2016,1.9-28,1481,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2ccccc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.34,,,,4.9433,O=C1CNC(=O)CN(CCCc2ccccc2)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CN1,-6.470212659821758,-7.34,-6.414989849977519,-7.34,-7.065749198664402,-7.34,-6.1035416167597285,-7.34,-6.235724768016244,-7.34,-6.549170307466608,-7.34,-5.777693569691731,-7.34,-6.219687827630542,-7.34,-6.349037381299323,-7.34,-6.617385859248767,-7.34
1479,2016_Furukawa,2016,1.9-26,1479,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-5.57,,,,3.9482,O=C1CNC(=O)CN(CCc2cccnc2)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CN1,-6.131360490478424,-5.57,-6.410782667709511,-5.57,-6.3932386422391305,-5.57,-5.921895946099654,-5.57,-6.282918335497879,-5.57,-6.534898436888776,-5.57,-5.657476033607016,-5.57,-6.0888819176623805,-5.57,-5.977142759561393,-5.57,-6.114884042525933,-5.57
1478,2016_Furukawa,2016,1.9-25,1478,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-5.45,,,,3.7371,O=C1CNC(=O)CN(CC2CCOCC2)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CN1,-6.345352888730387,-5.45,-5.949818139902416,-5.45,-6.134362314844196,-5.45,-5.4758754661813445,-5.45,-6.095415554104969,-5.45,-6.093679676344985,-5.45,-5.3355793354769485,-5.45,-5.6506810371107,-5.45,-6.003854456445158,-5.45,-7.6318865173064125,-5.45
1477,2016_Furukawa,2016,1.9-24,1477,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.35,,,,4.8908,O=C1CNC(=O)CN(CC2CCCCC2)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CN1,-5.85030383224118,-7.35,-5.786940835048179,-7.35,-6.657613109403055,-7.35,-5.459642315702952,-7.35,-5.823268590160015,-7.35,-6.001604125856906,-7.35,-5.375123430893943,-7.35,-5.569681922658753,-7.35,-5.775675638973243,-7.35,-7.707663478475423,-7.35
1475,2016_Furukawa,2016,1.9-22,1475,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2cc(CC(C)C)on2)C(=O)[C@H]2CCCN2C1=O,6,Circle,-6.97,,,,4.5107,O=C1CNC(=O)CN(Cc2ccccc2)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccon2)C(=O)C2CCCN2C(=O)CN1,-6.2716419339337275,-6.97,-6.154746635348715,-6.97,-6.5038247182496765,-6.97,-5.909862375793465,-6.97,-6.149740290361451,-6.97,-6.4053298972482775,-6.97,-5.773904730755795,-6.97,-6.1578875476593105,-6.97,-6.182935662714184,-6.97,-6.237597848401291,-6.97
1453,2016_Furukawa,2016,1.8-40,1453,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCN2CCCC2=O)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-6.5,,,,4.0184,O=C1CNC(=O)CN(CCCN2CCCC2=O)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-7.2255130195697035,-6.5,-7.462752535563903,-6.5,-7.922036620093613,-6.5,-6.5374681885374555,-6.5,-7.532379948578704,-6.5,-7.612895995454908,-6.5,-6.2432088944971555,-6.5,-7.226496426682856,-6.5,-7.255543122496886,-6.5,-7.794694703905604,-6.5
1452,2016_Furukawa,2016,1.8-39,1452,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCCc2cnn(C)c2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-7.6,,,,4.3722,O=C1CNC(=O)CN(CCCc2cn[nH]c2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.154150038074241,-7.6,-6.847436955084622,-7.6,-6.7642866907873245,-7.6,-6.6067594064674395,-7.6,-6.900393215269212,-7.6,-7.352325586622717,-7.6,-5.779419215030764,-7.6,-6.726348340454347,-7.6,-6.694555889269593,-7.6,-6.768877201134131,-7.6
1451,2016_Furukawa,2016,1.8-38,1451,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,6,Circle,-8.88,,,,5.0849,O=C1CNC(=O)CN(CCOc2ccccc2)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)C2CCCN2C(=O)CN1,-6.932162738533022,-8.88,-7.343937251662735,-8.88,-7.495649540860535,-8.88,-6.659313120475038,-8.88,-7.571721828247323,-8.88,-7.4326518851876635,-8.88,-6.103805249840101,-8.88,-7.178590816499874,-8.88,-7.2202816829550365,-8.88,-6.3843210493693014,-8.88
