CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP,Scaffold,Pred_123,True_123
1045,2015_Wang,2015,Compound.1,5,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,6,Circle,-5.79,-5.84,,,2.5477,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-6.556437306031561,-5.79
1047,2015_Wang,2015,Compound.3,1047,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,6,Circle,-6.96,-6.85,,,2.5477,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-6.556437839001783,-6.96
1048,2015_Wang,2015,Compound.4,2,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,6,Circle,-5.46,-4.92,,,2.5477,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-6.556437306031561,-5.46
1049,2015_Wang,2015,Compound.5,10,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,6,Circle,-5.91,-5.91,,,2.5477,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-6.556437306031561,-5.91
1050,2015_Wang,2015,Compound.6,1050,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,6,Circle,-6.11,-5.77,,,2.8899,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-6.234396978179938,-6.11
1051,2015_Wang,2015,Compound.7,1051,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC1=O,6,Circle,-6.12,-5.11,,,2.8899,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-6.234398577090603,-6.12
1052,2015_Wang,2015,Compound.8,1052,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,6,Circle,-5.89,-5.04,,,2.8899,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-6.572866912570912,-5.89
1053,2015_Wang,2015,Compound.9,1053,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,6,Circle,-6.02,-4.97,,,3.2321,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-5.88980401539692,-6.02
1054,2015_Wang,2015,Compound.10,1054,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,6,Circle,-5.82,-5.11,,,3.2321,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-5.966983566444399,-5.82
1055,2015_Wang,2015,Compound.11,1055,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC1=O,6,Circle,-5.88,-4.95,,,3.2321,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-5.966982234018845,-5.88
1056,2015_Wang,2015,Compound.12,25,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,6,Circle,-6.24,-4.8,,,3.5743,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-5.79767438314554,-6.24
1057,2015_Wang,2015,Compound.13,1057,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1C,6,Circle,-5.42,-4.66,,,3.2321,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-5.889798685694703,-5.42
1059,2015_Wang,2015,Compound.15,1059,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N1C,6,Circle,-5.73,-4.79,,,3.5743,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-5.90504429888654,-5.73
1060,2015_Wang,2015,Compound.16,1060,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,6,Circle,-7.0,-4.83,,,3.5743,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,-5.90504456537165,-7.0
