CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP
957,2015_Ahlbach,2015,Patellamide C,957,CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@@H](C)NC(=O)[C@H]2N=C(O[C@@H]2C)[C@H](C(C)C)NC(=O)c2csc(n2)[C@@H](Cc2ccccc2)NC(=O)[C@H]2N=C1O[C@@H]2C,4,Circle,-4.73,,,,4.1611
958,2015_Ahlbach,2015,Sclerotiotide F,958,CC(C)[C@H]1C(=O)N(C)[C@@H](C)C(=O)NCCC[C@H](NC(=O)/C=C/C=C/C=O)C(=O)N1C,4,Lariat,-10.0,,,,0.0224
960,2015_Ahlbach,2015,pc1026,960,CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)[C@@H]2CCCN2C1=O,4,Circle,-7.24,,,,0.1236
961,2015_Ahlbach,2015,Tentoxin,961,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)CNC(=O)/C(=C/c2ccccc2)N(C)C1=O,4,Circle,-5.61,,,,0.9935
1122,2016_Frost,2016,Compound.1,1122,CC[C@@H]1c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H]2CCCN21,4,Circle,-5.81,,,,1.162
1123,2016_Frost,2016,Compound.8,1123,CC[C@@H]1c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H]2CCCN21,4,Circle,-5.96,,,,1.5505
1124,2016_Frost,2016,Compound.9,1124,CC[C@@H]1c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN21,4,Circle,-5.42,,,,1.5505
1125,2016_Frost,2016,Compound.10,1125,CC[C@@H]1c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN21,4,Circle,-5.47,,,,1.939
1126,2016_Frost,2016,Compound.11,1126,CC[C@@H]1c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN21,4,Circle,-4.89,,,,4.188
1127,2016_Frost,2016,Compound.23,1127,CC(C)C[C@@H]1NC(=O)CNC(=O)[C@@H]2CCCN2[C@H](Cc2ccccc2)c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)CNC1=O,4,Circle,-5.27,,,,1.9947
1128,2016_Frost,2016,Compound.27,1128,CC(C)C[C@@H]1NC(=O)CNC(=O)[C@@H]2CCCN2[C@H](CC(C)C)c2nnc(o2)[C@H](Cc2ccccc2)NC(=O)CNC1=O,4,Circle,-5.27,,,,1.7981
5600,2021_Comeau,2021,cmpd.32,5600,CC(C)CN1CC(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCCCCC1=O,4,Circle,-7.21,,,,1.0033
5601,2021_Comeau,2021,cmpd.33,5601,CC(C)C[C@@H]1NC(=O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CN(C)C1=O,4,Circle,-6.33,,,,1.0033
5602,2021_Comeau,2021,cmpd.phi-phi,5602,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)CCCCNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-7.0,-5.45,,,1.0496
5603,2021_Comeau,2021,cmpd.Nphe-phi,5603,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)CCCCNC(=O)CN(Cc2ccccc2)C1=O,4,Circle,-7.18,-4.74,,,1.3509
5604,2021_Comeau,2021,cmpd.Nleu-phi,5604,CC(C)CN1CC(=O)N[C@@H](Cc2ccccc2)C(=O)NCCCCC(=O)N[C@@H](C)C1=O,4,Circle,-6.38,-5.54,,,1.0033
5605,2021_Comeau,2021,cmpd.Nala-phi,5605,CC(C)C[C@@H]1NC(=O)CN(C)C(=O)CCCCNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-7.43,-5.32,,,1.0033
