CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP
2467,2020_Le Roux,2020,nr.1,2467,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCNC1=O,3,Circle,-5.6,-5.33,,,0.3527
2468,2020_Le Roux,2020,nr.2,2468,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCNC1=O,3,Circle,-4.9,-5.11,,,0.7428
2469,2020_Le Roux,2020,nr.3,2469,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCNC1=O,3,Circle,-4.7,-5.19,,,1.1329
2470,2020_Le Roux,2020,nr.4,2470,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCNC1=O,3,Circle,-4.6,-4.71,,,1.523
2471,2020_Le Roux,2020,nr.5,2471,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCNC1=O,3,Circle,-4.6,-4.67,,,1.9131
2472,2020_Le Roux,2020,nr.6,2472,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCCNC1=O,3,Circle,-4.6,-4.16,,,2.3032
2473,2020_Le Roux,2020,nr.7,2473,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCCCNC1=O,3,Circle,-4.7,-4.22,,,2.6933
2474,2020_Le Roux,2020,nr.8,2474,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCCCCNC1=O,3,Circle,-4.5,-4.08,,,3.0834
2475,2020_Le Roux,2020,nr.9,2475,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCCCCCNC1=O,3,Circle,-4.5,-4.35,,,3.4735
2476,2020_Le Roux,2020,nr.10,2476,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NCCCCCCNC(=O)[C@H](C)NC1=O,3,Circle,-4.5,-4.82,,,1.9131
