CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP,Scaffold,Normalized_PAMPA,Binary,Soft_Label
2394,2020_Barlow,2020,No.1,2394,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,5,Circle,-6.7,,,,2.02,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,-0.3500000000000001,0,0.0
2395,2020_Barlow,2020,No.2,2395,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,5,Circle,-6.0,,,,2.3622,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0.0,0,0.5
2396,2020_Barlow,2020,No.3,2396,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-5.26,,,,2.7044,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0.3700000000000001,1,1.0
2397,2020_Barlow,2020,No.4,2397,CC[C@H](C)[C@@H]1NC(=O)CCCN(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-5.37,,,,3.0466,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0.31499999999999995,1,1.0
2398,2020_Barlow,2020,No.5,2398,CC[C@H](C)[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)CCCC(=O)N1C,5,Circle,-5.3,,,,3.3888,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0.3500000000000001,1,1.0
2399,2020_Barlow,2020,No.6,2399,CC[C@H](C)[C@@H]1NC(=O)CCCN(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC1=O,5,Circle,-5.3,,,,2.7044,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0.3500000000000001,1,1.0
2400,2020_Barlow,2020,No.7,2400,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-5.44,,,,2.7044,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0.2799999999999998,1,1.0
2401,2020_Barlow,2020,No.8,2401,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC1=O,5,Circle,-5.31,,,,2.7044,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0.3450000000000002,1,1.0
2402,2020_Barlow,2020,No.9,2402,CC[C@H](C)[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)NCCCC(=O)N1C,5,Circle,-5.27,,,,2.7044,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0.3650000000000002,1,1.0
2404,2020_Barlow,2020,No.11,2404,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,0.6506,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,-0.5,0,0.0
2405,2020_Barlow,2020,No.12,2405,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,0.9238,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,-0.5,0,0.0
2406,2020_Barlow,2020,No.13,2406,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,0.5337,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,-0.5,0,0.0
2407,2020_Barlow,2020,No.14,2407,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,1.5231,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,-0.5,0,0.0
2408,2020_Barlow,2020,No.15,2408,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,1.133,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,-0.5,0,0.0
2409,2020_Barlow,2020,No.16,2409,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,1.7873,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,-0.5,0,0.0
2410,2020_Barlow,2020,No.17,2410,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-7.0,,,,0.92157,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,-0.5,0,0.0
2412,2020_Barlow,2020,No.19,2412,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](COC(C)=O)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-5.72,,,,1.2214,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0.14000000000000012,1,0.5700000000000001
2413,2020_Barlow,2020,No.20,2413,CCOC(=O)N(C(=O)CC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C1=O)C(=O)OCC,5,Circle,-5.25,,,,2.5801,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0.375,1,1.0
2414,2020_Barlow,2020,No.21,2414,CCOC(=O)N(C(=O)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C1=O)C(=O)OCC,5,Circle,-5.09,,,,2.19,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0.45500000000000007,1,1.0
2415,2020_Barlow,2020,No.22,2415,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CCC(=O)OC)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-5.48,,,,1.6115,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0.2599999999999998,1,1.0
2416,2020_Barlow,2020,No.23,2416,CC[C@H](C)[C@@H]1NC(=O)CCCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(=O)OC)NC(=O)[C@H](CC(C)C)N(C)C1=O,5,Circle,-5.41,,,,1.2214,O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0.29499999999999993,1,1.0
