CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP,Scaffold,Normalized_PAMPA,Binary,Soft_Label
5600,2021_Comeau,2021,cmpd.32,5600,CC(C)CN1CC(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCCCCC1=O,4,Circle,-7.21,,,,1.0033,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.605,0,0.0
5601,2021_Comeau,2021,cmpd.33,5601,CC(C)C[C@@H]1NC(=O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CN(C)C1=O,4,Circle,-6.33,,,,1.0033,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.16500000000000004,0,0.4175
5602,2021_Comeau,2021,cmpd.phi-phi,5602,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)CCCCNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-7.0,-5.45,,,1.0496,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.5,0,0.0
5604,2021_Comeau,2021,cmpd.Nleu-phi,5604,CC(C)CN1CC(=O)N[C@@H](Cc2ccccc2)C(=O)NCCCCC(=O)N[C@@H](C)C1=O,4,Circle,-6.38,-5.54,,,1.0033,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.18999999999999995,0,0.405
5605,2021_Comeau,2021,cmpd.Nala-phi,5605,CC(C)C[C@@H]1NC(=O)CN(C)C(=O)CCCCNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-7.43,-5.32,,,1.0033,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.7149999999999999,0,0.0
5606,2021_Comeau,2021,cmpd.phi-2R,5606,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](C)CCCNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-6.64,-4.71,,,1.2956,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.31999999999999984,0,0.0
5607,2021_Comeau,2021,cmpd.phi-2S,5607,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](C)CCCNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-6.64,-5.12,,,1.2956,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.31999999999999984,0,0.0
5610,2021_Comeau,2021,cmpd.Nleu-2R,5610,CC(C)CN1CC(=O)N[C@@H](Cc2ccccc2)C(=O)NCCC[C@@H](C)C(=O)N[C@@H](C)C1=O,4,Circle,-6.14,-4.94,,,1.2493,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.06999999999999984,0,0.4650000000000001
5611,2021_Comeau,2021,cmpd.Nleu-2S,5611,CC(C)CN1CC(=O)N[C@@H](Cc2ccccc2)C(=O)NCCC[C@H](C)C(=O)N[C@@H](C)C1=O,4,Circle,-5.8,-4.48,,,1.2493,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,0.10000000000000009,1,0.55
5612,2021_Comeau,2021,cmpd.Nala-2R,5612,CC(C)C[C@@H]1NC(=O)CN(C)C(=O)[C@H](C)CCCNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-6.69,-4.86,,,1.2493,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.3450000000000002,0,0.0
5613,2021_Comeau,2021,cmpd.Nala-2S,5613,CC(C)C[C@@H]1NC(=O)CN(C)C(=O)[C@@H](C)CCCNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-8.34,-5.59,,,1.2493,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-1.0,0,0.0
5614,2021_Comeau,2021,cmpd.phi-3R,5614,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](C)CCNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-6.75,-4.94,,,1.2956,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.375,0,0.0
5615,2021_Comeau,2021,cmpd.phi-3S,5615,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@@H](C)CCNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-7.18,-4.84,,,1.2956,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.5899999999999999,0,0.0
5618,2021_Comeau,2021,cmpd.Nleu-3R,5618,CC(C)CN1CC(=O)N[C@@H](Cc2ccccc2)C(=O)NCC[C@@H](C)CC(=O)N[C@@H](C)C1=O,4,Circle,-5.84,-4.45,,,1.2493,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,0.08000000000000007,1,0.54
5619,2021_Comeau,2021,cmpd.Nleu-3S,5619,CC(C)CN1CC(=O)N[C@@H](Cc2ccccc2)C(=O)NCC[C@H](C)CC(=O)N[C@@H](C)C1=O,4,Circle,-5.97,-4.57,,,1.2493,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,0.015000000000000124,1,0.5075000000000001
5620,2021_Comeau,2021,cmpd.Nala-3R,5620,CC(C)C[C@@H]1NC(=O)CN(C)C(=O)C[C@H](C)CCNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-7.68,-5.55,,,1.2493,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.8399999999999999,0,0.0
5621,2021_Comeau,2021,cmpd.Nala-3S,5621,CC(C)C[C@@H]1NC(=O)CN(C)C(=O)C[C@@H](C)CCNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-6.92,-5.15,,,1.2493,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.45999999999999996,0,0.0
5622,2021_Comeau,2021,cmpd.phi-4R,5622,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)CC[C@@H](C)CNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-7.27,-5.03,,,1.2956,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.6349999999999998,0,0.0
5623,2021_Comeau,2021,cmpd.phi-4S,5623,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)CC[C@H](C)CNC(=O)[C@H](Cc2ccccc2)NC1=O,4,Circle,-6.91,-4.92,,,1.2956,O=C1CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,-0.45500000000000007,0,0.0
