CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP,Scaffold
6982,2021_Kelly,2021,L4_1.1.1.1.1,6982,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.64,,,,1.9198,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6983,2021_Kelly,2021,L4_1.1.1.2.1,6983,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-7.16,,,,1.9198,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6984,2021_Kelly,2021,L4_1.1.1.3.1,6984,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.56,,,,2.262,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6985,2021_Kelly,2021,L4_1.1.2.1.1,6985,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-7.14,,,,1.9198,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6986,2021_Kelly,2021,L4_1.1.2.2.1,6986,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-7.12,,,,1.9198,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6987,2021_Kelly,2021,L4_1.1.3.1.1,6987,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.79,,,,2.262,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6988,2021_Kelly,2021,L4_1.1.3.4.1,6988,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.4,,,,2.6042,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6989,2021_Kelly,2021,L4_1.1.4.1.1,6989,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.5,,,,2.262,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6990,2021_Kelly,2021,L4_1.1.4.4.1,6990,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-5.76,,,,2.6042,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6991,2021_Kelly,2021,L4_1.2.1.1.1,6991,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.47,,,,1.9198,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6992,2021_Kelly,2021,L4_1.2.1.2.1,6992,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-7.0,,,,1.9198,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6993,2021_Kelly,2021,L4_1.2.1.4.1,6993,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.75,,,,2.262,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6994,2021_Kelly,2021,L4_1.2.2.1.1,6994,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-7.45,,,,1.9198,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6995,2021_Kelly,2021,L4_1.2.2.2.1,6995,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-7.32,,,,1.9198,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6996,2021_Kelly,2021,L4_1.2.2.3.1,6996,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.44,,,,2.262,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6997,2021_Kelly,2021,L4_1.2.2.4.1,6997,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-7.08,,,,2.262,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6998,2021_Kelly,2021,L4_1.2.3.1.1,6998,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-5.36,,,,2.262,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
6999,2021_Kelly,2021,L4_1.3.1.1.1,6999,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.31,,,,2.262,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
7000,2021_Kelly,2021,L4_1.3.3.4.1,7000,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-5.47,,,,2.9464,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
7001,2021_Kelly,2021,L4_1.4.1.1.1,7001,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-5.86,,,,2.262,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
7002,2021_Kelly,2021,L4_1.4.2.3.1,7002,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-4.96,,,,2.6042,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
7003,2021_Kelly,2021,L4_1.4.4.1.1,7003,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-5.55,,,,2.6042,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
7004,2021_Kelly,2021,L4_2.1.1.1.1,7004,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-7.11,,,,1.9198,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
7005,2021_Kelly,2021,L4_2.1.1.2.1,7005,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-7.27,,,,1.9198,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
7006,2021_Kelly,2021,L4_2.1.1.3.1,7006,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-6.76,,,,2.262,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
7007,2021_Kelly,2021,L4_2.1.2.1.1,7007,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-7.17,,,,1.9198,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
7008,2021_Kelly,2021,L4_2.1.2.2.1,7008,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,10,Lariat,-7.26,,,,1.9198,O=C1CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCOC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CN1
