CycPeptMPDB_ID,Source,Year,Original_Name_in_Source_Literature,Structurally_Unique_ID,SMILES,Monomer_Length,Molecule_Shape,PAMPA,Caco2,MDCK,RRCK,MolLogP,Scaffold,Normalized_PAMPA,Binary,Soft_Label
2471,2020_Le Roux,2020,nr.5,2471,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCNC1=O,3,Circle,-4.6,-4.67,,,1.9131,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NCCCCCCN1,0.7000000000000002,1,1.0
2476,2020_Le Roux,2020,nr.10,2476,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NCCCCCCNC(=O)[C@H](C)NC1=O,3,Circle,-4.5,-4.82,,,1.9131,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NCCCCCCN1,0.75,1,1.0
2481,2020_Le Roux,2020,nr.15,2481,CC(C)C[C@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCNC1=O,3,Circle,-4.5,-4.27,,,1.9131,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NCCCCCCN1,0.75,1,1.0
2482,2020_Le Roux,2020,nr.16,2482,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCNC1=O,3,Circle,-4.7,-5.68,,,1.9131,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NCCCCCCN1,0.6499999999999999,1,1.0
2483,2020_Le Roux,2020,nr.17,2483,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](Cc2ccccc2)NCCCCCCNC1=O,3,Circle,-4.4,-5.85,,,1.9131,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NCCCCCCN1,0.7999999999999998,1,1.0
2484,2020_Le Roux,2020,nr.18,2484,CC(C)C[C@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCNC1=O,3,Circle,-4.9,-5.89,,,1.9131,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NCCCCCCN1,0.5499999999999998,1,1.0
2485,2020_Le Roux,2020,nr.19,2485,CC(C)C[C@H]1NC(=O)[C@H](C)NC(=O)[C@@H](Cc2ccccc2)NCCCCCCNC1=O,3,Circle,-4.8,-6.0,,,1.9131,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NCCCCCCN1,0.6000000000000001,1,1.0
2486,2020_Le Roux,2020,nr.20,2486,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](Cc2ccccc2)NCCCCCCNC1=O,3,Circle,-4.8,-4.25,,,1.9131,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NCCCCCCN1,0.6000000000000001,1,1.0
2487,2020_Le Roux,2020,nr.21,2487,CC(C)C[C@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](Cc2ccccc2)NCCCCCCNC1=O,3,Circle,-4.9,-4.88,,,1.9131,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NCCCCCCN1,0.5499999999999998,1,1.0
2488,2020_Le Roux,2020,nr.22,2488,CC(C)C[C@H]1C(=O)NCCCCCCN[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N1C,3,Circle,-4.6,-3.78,,,2.2553,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NCCCCCCN1,0.7000000000000002,1,1.0
