FPR,TPR,Threshold
0.0,0.0,1.96651128
0.0,0.002617801047120419,0.96651128
0.0,0.01832460732984293,0.7976808
0.0,0.02356020942408377,0.79143395
0.0,0.060209424083769635,0.743290665
0.005154639175257732,0.060209424083769635,0.73990667
0.005154639175257732,0.07591623036649214,0.71558374
0.005154639175257732,0.08115183246073299,0.71336985
0.005154639175257732,0.1649214659685864,0.67654294
0.005154639175257732,0.17015706806282724,0.674778135
0.005154639175257732,0.18586387434554974,0.67020365
0.005154639175257732,0.19109947643979058,0.67020361
0.005154639175257732,0.21727748691099477,0.65452087
0.005154639175257732,0.22251308900523561,0.65290612
0.005154639175257732,0.23036649214659685,0.650011435
0.010309278350515464,0.23036649214659685,0.649056615
0.010309278350515464,0.23821989528795812,0.6464678349999999
0.010309278350515464,0.24345549738219896,0.6464678
0.010309278350515464,0.2670157068062827,0.64205958
0.015463917525773196,0.2670157068062827,0.64205945
0.015463917525773196,0.27225130890052357,0.6420594
0.015463917525773196,0.2774869109947644,0.642059385
0.015463917525773196,0.2801047120418848,0.6406324999999999
0.020618556701030927,0.2801047120418848,0.640452115
0.020618556701030927,0.28272251308900526,0.638988735
0.02577319587628866,0.28534031413612565,0.6389887
0.02577319587628866,0.3089005235602094,0.632060335
0.02577319587628866,0.31413612565445026,0.63206029
0.02577319587628866,0.31675392670157065,0.632060275
0.02577319587628866,0.3219895287958115,0.63206025
0.02577319587628866,0.32722513089005234,0.630304085
0.02577319587628866,0.33507853403141363,0.62826094
0.02577319587628866,0.3612565445026178,0.620251335
0.02577319587628866,0.36649214659685864,0.620251275
0.030927835051546393,0.36910994764397903,0.62025126
0.030927835051546393,0.3769633507853403,0.62025125
0.030927835051546393,0.3795811518324607,0.62025124
0.03608247422680412,0.3795811518324607,0.62025123
0.03608247422680412,0.3900523560209424,0.61993403
0.041237113402061855,0.3900523560209424,0.619933985
0.041237113402061855,0.4005235602094241,0.61934092
0.041237113402061855,0.4083769633507853,0.619340905
0.041237113402061855,0.4109947643979058,0.6193409
0.041237113402061855,0.418848167539267,0.61934089
0.041237113402061855,0.4293193717277487,0.61934077
0.041237113402061855,0.43455497382198954,0.61826163
0.041237113402061855,0.44502617801047123,0.61441272
0.041237113402061855,0.45549738219895286,0.612664515
0.041237113402061855,0.468586387434555,0.5981743
0.04639175257731959,0.468586387434555,0.59678827
0.04639175257731959,0.4738219895287958,0.595565015
0.04639175257731959,0.4790575916230366,0.59505845
0.04639175257731959,0.49214659685863876,0.59270983
0.05670103092783505,0.49214659685863876,0.5923808
0.05670103092783505,0.5026178010471204,0.58862735
0.061855670103092786,0.5026178010471204,0.58615887
0.061855670103092786,0.5209424083769634,0.581555105
0.06701030927835051,0.5261780104712042,0.5815551
0.06701030927835051,0.5366492146596858,0.58155504
0.06701030927835051,0.5418848167539267,0.581554985
0.06701030927835051,0.5445026178010471,0.57906972
0.06701030927835051,0.5497382198952879,0.57906968
0.07216494845360824,0.5497382198952879,0.576849075
0.07216494845360824,0.5575916230366492,0.57152261
0.07731958762886598,0.5575916230366492,0.5703978
0.07731958762886598,0.5602094240837696,0.569665915
0.08247422680412371,0.5602094240837696,0.56949175
