FPR,TPR,Threshold
0.0,0.0,1.9994369
0.0,0.00267379679144385,0.9994369
0.0049504950495049506,0.00267379679144385,0.99775153
0.0049504950495049506,0.0213903743315508,0.98360795
0.0049504950495049506,0.026737967914438502,0.9807875
0.009900990099009901,0.03208556149732621,0.9804094
0.009900990099009901,0.0427807486631016,0.9768743
0.009900990099009901,0.053475935828877004,0.97467154
0.009900990099009901,0.058823529411764705,0.9709338
0.009900990099009901,0.06417112299465241,0.9692392
0.009900990099009901,0.07219251336898395,0.96524394
0.009900990099009901,0.0748663101604278,0.963534
0.009900990099009901,0.08288770053475936,0.9589762
0.009900990099009901,0.10427807486631016,0.9547016
0.019801980198019802,0.13368983957219252,0.9547015
0.019801980198019802,0.1497326203208556,0.9529266
0.019801980198019802,0.16042780748663102,0.94208634
0.019801980198019802,0.1657754010695187,0.94144255
0.019801980198019802,0.18181818181818182,0.93503714
0.024752475247524754,0.18716577540106952,0.935037
0.024752475247524754,0.20588235294117646,0.92008156
0.024752475247524754,0.21122994652406418,0.9200322
0.024752475247524754,0.21390374331550802,0.9184627
0.024752475247524754,0.22459893048128343,0.9150198
0.024752475247524754,0.22994652406417113,0.91363966
0.0297029702970297,0.22994652406417113,0.91339743
0.0297029702970297,0.232620320855615,0.9129059
0.0297029702970297,0.24331550802139038,0.9109228
0.0297029702970297,0.25133689839572193,0.9064434
0.0297029702970297,0.25935828877005346,0.9064433
0.034653465346534656,0.25935828877005346,0.90601754
0.034653465346534656,0.2727272727272727,0.8986641
0.034653465346534656,0.27807486631016043,0.898664
0.039603960396039604,0.27807486631016043,0.8939364
0.04950495049504951,0.2994652406417112,0.89374113
0.054455445544554455,0.3155080213903743,0.8937411
0.0594059405940594,0.3155080213903743,0.8936002
0.0594059405940594,0.3235294117647059,0.8928501
0.0594059405940594,0.3315508021390374,0.89148444
0.0594059405940594,0.3342245989304813,0.8914843
0.06435643564356436,0.3342245989304813,0.89139897
0.06435643564356436,0.339572192513369,0.8865418
0.06435643564356436,0.3449197860962567,0.88421166
0.06435643564356436,0.34759358288770054,0.8807572
0.06435643564356436,0.35294117647058826,0.88040113
0.06435643564356436,0.3609625668449198,0.87686765
0.06930693069306931,0.3609625668449198,0.87439525
0.06930693069306931,0.3716577540106952,0.8743952
0.06930693069306931,0.37967914438502676,0.8701025
0.07425742574257425,0.3850267379679144,0.8679083
0.07425742574257425,0.393048128342246,0.86780477
0.07920792079207921,0.393048128342246,0.8678047
0.07920792079207921,0.3983957219251337,0.8652832
0.07920792079207921,0.40641711229946526,0.86445737
0.08415841584158416,0.40641711229946526,0.86411804
0.08415841584158416,0.4117647058823529,0.8641179
0.08415841584158416,0.4144385026737968,0.8621974
0.08415841584158416,0.4197860962566845,0.86209744
0.08415841584158416,0.42513368983957217,0.85827553
0.08415841584158416,0.4358288770053476,0.8527503
0.08415841584158416,0.4411764705882353,0.85172355
0.09405940594059406,0.4572192513368984,0.8517234
0.09405940594059406,0.4679144385026738,0.85153615
0.09405940594059406,0.4732620320855615,0.84655964
0.09900990099009901,0.4732620320855615,0.8463086
0.09900990099009901,0.48663101604278075,0.84202874
0.09900990099009901,0.4946524064171123,0.8418843
0.09900990099009901,0.516042780748663,0.8356122
0.09900990099009901,0.5267379679144385,0.8342595
0.10396039603960396,0.5294117647058824,0.83425945
0.10396039603960396,0.5374331550802139,0.8303321
0.10396039603960396,0.5561497326203209,0.8197434
0.10891089108910891,0.5561497326203209,0.8144927
0.10891089108910891,0.5614973262032086,0.8125018
0.11386138613861387,0.5614973262032086,0.8116326
0.11386138613861387,0.5641711229946524,0.80861986
0.12376237623762376,0.56951871657754,0.80573857
0.12376237623762376,0.5748663101604278,0.8057385
0.12376237623762376,0.5882352941176471,0.7998203
0.12376237623762376,0.5935828877005348,0.79961026
0.12376237623762376,0.5989304812834224,0.79721886
0.14356435643564355,0.5989304812834224,0.79350406
0.14356435643564355,0.6016042780748663,0.7916984
0.14356435643564355,0.606951871657754,0.7916982
0.14356435643564355,0.6149732620320856,0.7898788
0.1485148514851485,0.6149732620320856,0.7872541
0.15346534653465346,0.6176470588235294,0.78725404
0.1782178217821782,0.6176470588235294,0.7872539
0.1782178217821782,0.6229946524064172,0.7860703
0.18316831683168316,0.6229946524064172,0.7859094
0.18316831683168316,0.6283422459893048,0.781078
0.18811881188118812,0.6310160427807486,0.78059745
0.18811881188118812,0.6443850267379679,0.7688098
0.19801980198019803,0.6497326203208557,0.7682758
0.19801980198019803,0.6524064171122995,0.7682757
0.20297029702970298,0.6550802139037433,0.7682756
0.20297029702970298,0.6577540106951871,0.7680119
0.2079207920792079,0.6577540106951871,0.75704813
0.2079207920792079,0.6631016042780749,0.7493622
0.21287128712871287,0.6631016042780749,0.7493621
0.21287128712871287,0.6737967914438503,0.7403217
0.22277227722772278,0.6737967914438503,0.7317201
0.22277227722772278,0.679144385026738,0.73172003
0.22277227722772278,0.6898395721925134,0.7266854
0.22772277227722773,0.6898395721925134,0.72640365
0.22772277227722773,0.6925133689839572,0.7247885
0.23267326732673269,0.6925133689839572,0.7239517
0.23267326732673269,0.6978609625668449,0.7160533
0.24257425742574257,0.6978609625668449,0.7138653
0.24257425742574257,0.7032085561497327,0.71356255
0.24752475247524752,0.7032085561497327,0.71175045
0.24752475247524752,0.7165775401069518,0.70807916
0.2524752475247525,0.7165775401069518,0.7073467
0.2524752475247525,0.7245989304812834,0.7020388
0.2524752475247525,0.7272727272727273,0.70203865
0.2623762376237624,0.732620320855615,0.6964652
0.2623762376237624,0.7433155080213903,0.68373746
0.2722772277227723,0.7433155080213903,0.68306714
0.2722772277227723,0.7459893048128342,0.683067
0.2722772277227723,0.7513368983957219,0.68278277
0.27722772277227725,0.7513368983957219,0.6827826
0.27722772277227725,0.7540106951871658,0.681115
0.28217821782178215,0.7540106951871658,0.6769152
0.28217821782178215,0.7620320855614974,0.6728881
0.2871287128712871,0.7620320855614974,0.66966766
0.2871287128712871,0.767379679144385,0.6678317
0.29207920792079206,0.7700534759358288,0.66783154
0.29207920792079206,0.7754010695187166,0.6626342
0.30198019801980197,0.7754010695187166,0.65982085
0.30198019801980197,0.7807486631016043,0.65660036
0.3118811881188119,0.7807486631016043,0.64575624
0.3118811881188119,0.7887700534759359,0.6381668
0.3217821782178218,0.7941176470588235,0.63816667
0.3316831683168317,0.7941176470588235,0.63477093
0.3316831683168317,0.7994652406417112,0.631502
0.3415841584158416,0.7994652406417112,0.6311051
0.3465346534653465,0.7994652406417112,0.63110507
0.3465346534653465,0.8074866310160428,0.6199986
0.3465346534653465,0.8128342245989305,0.61999846
0.3465346534653465,0.8155080213903744,0.6161159
0.3712871287128713,0.8155080213903744,0.61421937
0.37623762376237624,0.8181818181818182,0.6142193
0.38613861386138615,0.820855614973262,0.6142192
0.3910891089108911,0.820855614973262,0.61215186
0.3910891089108911,0.8235294117647058,0.61200196
0.39603960396039606,0.8235294117647058,0.60584444
0.39603960396039606,0.8288770053475936,0.6058443
0.39603960396039606,0.8315508021390374,0.60480374
0.400990099009901,0.8315508021390374,0.60175204
0.400990099009901,0.8342245989304813,0.6006625
0.41089108910891087,0.8342245989304813,0.6002608
0.41089108910891087,0.8368983957219251,0.60026073
0.4158415841584158,0.839572192513369,0.6002607
0.4207920792079208,0.839572192513369,0.6002606
0.4306930693069307,0.839572192513369,0.5976679
0.4306930693069307,0.8449197860962567,0.5972
0.43564356435643564,0.8475935828877005,0.5971999
0.43564356435643564,0.8502673796791443,0.59719986
0.43564356435643564,0.8556149732620321,0.59504193
0.43564356435643564,0.8582887700534759,0.5950419
0.4405940594059406,0.8609625668449198,0.5950418
0.44554455445544555,0.8609625668449198,0.594066
0.44554455445544555,0.8636363636363636,0.59406596
0.4504950495049505,0.8663101604278075,0.5940659
0.4603960396039604,0.8663101604278075,0.5937676
0.4603960396039604,0.8689839572192514,0.59341145
0.47029702970297027,0.8689839572192514,0.59306717
0.47029702970297027,0.8743315508021391,0.58810353
0.4752475247524752,0.8743315508021391,0.5867113
0.4752475247524752,0.8770053475935828,0.586615
0.4801980198019802,0.8770053475935828,0.58661497
0.4801980198019802,0.8796791443850267,0.5866149
0.48514851485148514,0.8796791443850267,0.57681555
0.48514851485148514,0.8823529411764706,0.5735378
0.4900990099009901,0.8823529411764706,0.56520295
0.4900990099009901,0.8877005347593583,0.56520283
0.5099009900990099,0.8877005347593583,0.5600517
0.5099009900990099,0.8983957219251337,0.54208094
0.5148514851485149,0.9010695187165776,0.5364592
0.5198019801980198,0.9010695187165776,0.5359164
0.5198019801980198,0.9090909090909091,0.52373546
0.5247524752475248,0.9090909090909091,0.5200814
0.5346534653465347,0.9090909090909091,0.5196074
0.5495049504950495,0.9090909090909091,0.51960737
