FPR,TPR,Threshold
0.0,0.0,1.9991289
0.0,0.002506265664160401,0.9991289
0.0,0.017543859649122806,0.9929503
0.005649717514124294,0.022556390977443608,0.9905928
0.005649717514124294,0.040100250626566414,0.9710888
0.011299435028248588,0.040100250626566414,0.96929145
0.011299435028248588,0.05263157894736842,0.96256053
0.011299435028248588,0.06265664160401002,0.9625604
0.011299435028248588,0.06766917293233082,0.9613105
0.011299435028248588,0.07268170426065163,0.96032184
0.011299435028248588,0.08270676691729323,0.9564968
0.011299435028248588,0.08771929824561403,0.9558433
0.011299435028248588,0.09273182957393483,0.9551346
0.011299435028248588,0.10025062656641603,0.95479834
0.011299435028248588,0.10776942355889724,0.952332
0.01694915254237288,0.10776942355889724,0.9494315
0.01694915254237288,0.11278195488721804,0.94723433
0.01694915254237288,0.12030075187969924,0.94695836
0.01694915254237288,0.12280701754385964,0.94695824
0.01694915254237288,0.12781954887218044,0.9469357
0.022598870056497175,0.13533834586466165,0.9469356
0.022598870056497175,0.14035087719298245,0.9461344
0.022598870056497175,0.15037593984962405,0.9408431
0.022598870056497175,0.15789473684210525,0.9404287
0.022598870056497175,0.17042606516290726,0.9324707
0.022598870056497175,0.18546365914786966,0.9297386
0.022598870056497175,0.19047619047619047,0.92464215
0.022598870056497175,0.19799498746867167,0.9246421
0.022598870056497175,0.20802005012531327,0.9213935
0.022598870056497175,0.21553884711779447,0.92004067
0.022598870056497175,0.22055137844611528,0.9179429
0.022598870056497175,0.23308270676691728,0.91530544
0.03389830508474576,0.23558897243107768,0.9153054
0.03389830508474576,0.24060150375939848,0.915013
0.03389830508474576,0.24310776942355888,0.9125681
0.03389830508474576,0.2506265664160401,0.91256803
0.03389830508474576,0.2556390977443609,0.91074103
0.03389830508474576,0.2631578947368421,0.910514
0.03389830508474576,0.2656641604010025,0.9099374
0.03389830508474576,0.2731829573934837,0.90993726
0.03389830508474576,0.2756892230576441,0.9099372
0.03389830508474576,0.2807017543859649,0.9073481
0.03954802259887006,0.2857142857142857,0.90646595
0.03954802259887006,0.2932330827067669,0.90279514
0.03954802259887006,0.3032581453634085,0.90096986
0.03954802259887006,0.3358395989974937,0.8897523
0.03954802259887006,0.3433583959899749,0.8871378
0.03954802259887006,0.3483709273182957,0.8795728
0.03954802259887006,0.3583959899749373,0.8778453
0.03954802259887006,0.3609022556390977,0.87677306
0.03954802259887006,0.3684210526315789,0.876773
0.03954802259887006,0.37844611528822053,0.8616564
0.03954802259887006,0.38345864661654133,0.8590571
0.03954802259887006,0.38847117794486213,0.85641396
0.03954802259887006,0.39849624060150374,0.8555413
0.062146892655367235,0.42105263157894735,0.8555412
0.06779661016949153,0.44110275689223055,0.8555411
0.07344632768361582,0.44110275689223055,0.8536206
0.07344632768361582,0.44360902255639095,0.8507145
0.07909604519774012,0.44360902255639095,0.84917516
0.07909604519774012,0.45363408521303256,0.8455634
0.07909604519774012,0.46365914786967416,0.8452326
0.07909604519774012,0.46616541353383456,0.8438909
0.0903954802259887,0.46616541353383456,0.83997226
0.0903954802259887,0.47368421052631576,0.8344129
0.0903954802259887,0.48120300751879697,0.83237153
0.0903954802259887,0.48872180451127817,0.829777
0.0903954802259887,0.49874686716791977,0.8297769
0.1016949152542373,0.5037593984962406,0.8297768
0.11299435028248588,0.506265664160401,0.8284064
0.11299435028248588,0.5112781954887218,0.82799894
0.11864406779661017,0.5137844611528822,0.8279989
0.11864406779661017,0.5238095238095238,0.8237975
0.11864406779661017,0.5363408521303258,0.8232498
0.11864406779661017,0.5388471177944862,0.82284623
0.12429378531073447,0.543859649122807,0.8206168
0.12429378531073447,0.5513784461152882,0.8186244
0.12994350282485875,0.5513784461152882,0.81683034
0.12994350282485875,0.5639097744360902,0.8100126
0.12994350282485875,0.568922305764411,0.8099503
0.12994350282485875,0.5739348370927319,0.80844826
0.13559322033898305,0.5739348370927319,0.80844814
0.13559322033898305,0.5839598997493735,0.80607206
0.13559322033898305,0.5864661654135338,0.8049258
0.14124293785310735,0.5889724310776943,0.80324554
0.14124293785310735,0.5939849624060151,0.80270857
0.14124293785310735,0.6015037593984962,0.8002556
0.14124293785310735,0.606516290726817,0.80025554
0.14124293785310735,0.6140350877192983,0.79676366
0.14689265536723164,0.6140350877192983,0.7916536
0.14689265536723164,0.6215538847117794,0.79068387
0.15254237288135594,0.6215538847117794,0.78720355
0.15254237288135594,0.6265664160401002,0.78412586
0.15819209039548024,0.6265664160401002,0.7839133
0.15819209039548024,0.6290726817042607,0.78319365
0.1694915254237288,0.6290726817042607,0.77373
0.1694915254237288,0.6340852130325815,0.77129495
0.1807909604519774,0.6365914786967418,0.7712949
0.1864406779661017,0.6365914786967418,0.77129483
0.192090395480226,0.6416040100250626,0.7712948
0.192090395480226,0.6516290726817042,0.7695617
0.1977401129943503,0.6516290726817042,0.7688002
0.20903954802259886,0.6541353383458647,0.76880014
0.21468926553672316,0.6541353383458647,0.7688001
0.22598870056497175,0.6616541353383458,0.7685506
0.23728813559322035,0.6716791979949874,0.7685504
0.23728813559322035,0.6741854636591479,0.7636044
0.24293785310734464,0.6741854636591479,0.7632867
0.24293785310734464,0.6842105263157895,0.7549226
0.24293785310734464,0.6892230576441103,0.7542933
0.24293785310734464,0.6917293233082706,0.75429326
0.24293785310734464,0.6967418546365914,0.75247157
0.24293785310734464,0.7117794486215538,0.7433297
0.24858757062146894,0.7117794486215538,0.74177897
0.24858757062146894,0.7142857142857143,0.73940223
0.2542372881355932,0.7142857142857143,0.73028636
0.2542372881355932,0.7167919799498746,0.7293912
0.2598870056497175,0.7167919799498746,0.7293909
0.2598870056497175,0.7218045112781954,0.7269349
0.2598870056497175,0.7243107769423559,0.7268019
0.2655367231638418,0.7268170426065163,0.726062
0.2655367231638418,0.7343358395989975,0.7144837
0.2711864406779661,0.7343358395989975,0.713727
0.2711864406779661,0.7393483709273183,0.71285206
0.2768361581920904,0.7393483709273183,0.71217644
0.2768361581920904,0.7418546365914787,0.7121764
0.288135593220339,0.7443609022556391,0.7121763
0.288135593220339,0.7468671679197995,0.7113782
0.288135593220339,0.7568922305764411,0.705116
0.2937853107344633,0.7568922305764411,0.7035777
0.2994350282485876,0.7619047619047619,0.70017236
0.3050847457627119,0.7644110275689223,0.7001723
0.3050847457627119,0.7669172932330827,0.6988721
0.3107344632768362,0.7669172932330827,0.6969029
0.3107344632768362,0.7719298245614035,0.6946101
0.3163841807909605,0.7719298245614035,0.6945084
0.3163841807909605,0.7769423558897243,0.6882242
0.3220338983050847,0.7769423558897243,0.68822414
0.3220338983050847,0.7794486215538847,0.68643
0.327683615819209,0.7794486215538847,0.68513894
